"tag","class","text_preview","href"
"h6","mb-0 ft solo_web ","$377.199",""
"h4","mt-0 pecio_final ft","$377.199HYPER PRECIO",""
"span","filtros_cucarda","contabilium",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"span","filtros_cucarda","32a | ips | plana | 170hz | qhd 2k| marca_842",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"h6","card-category text-gray","GS32Q                                                    
                                          ",""
"span","pull-left articulo_field","GS32Q",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Monitor 32 Edge 2k Qhd Ips 1ms 170hz Gs32q Gigabyte",""
"a","","Monitor 32 Edge 2k Qhd Ips 1ms 170hz Gs32q Gigabyte",""
"div","card-description lh-20 ","",""
"span","a12c","",""
"div","price","$593.599$593.599$593.599HYPER PRECIO",""
"h6","mb-0 ft solo_web ","$593.599",""
"h4","mt-0 pecio_final ft","$593.599HYPER PRECIO",""
"ul","pagination pagination-info mt-4","1",""
"li","active","1",""
"a","","1",""
"h5","t-shadow mt-0 mb-0","1157259722 (solo texto)",""
"a","text-white","1157259722 (solo texto)",""
"div","col-md-3 pull-left mt-0 pt-0","",""
"div","col-md-6 pull-left mt-0 pt-0","",""
"span","bmd-form-group","",""
"div","result","",""
"div","col-md-3 pull-left mt-0 pt-0","",""
"div","","",""
"div","","",""
"div","","",""
"div","col-lg-3 col-md-6 ml-auto mr-auto pt-3 br-2","",""
"img","","",""
"h5","t-shadow mt-0 mb-0","11 5725 9722",""
"a","text-white","11 5725 9722",""
"a","","Libro de quejas online",""
"ul","social-buttons","",""
"a","btn btn-just-icon btn-round btn-facebook","",""
"a","btn btn-just-icon btn-round btn-instagram","",""
"div","","",""
"div","col-md-2 informacion","FORMAS DE PAGO",""
"h5","","FORMAS DE PAGO",""
"img","","",""
"p","","Hecho en qloud.ar",""
"a","","Hecho en qloud.ar",""
"span","","Hecho en",""
"div","","",""
"div","fb-customerchat","",""
"div","modal-header","",""
"h3","modal-title","",""
"div","modal-body","",""
"p","","",""
"span","","",""
"div","modal-header","",""
"div","modal-dialog","",""
"div","modal-content bg-none","",""
"div","container px-15","",""
"div","container","",""
"div","col-md-12","",""
"div","form-group md-form my-0 waves-light waves-effect waves-light bmd-form-group","",""
"button","btn btn-red btn-raised btn-fab p-4","",""
"div","modal-header","",""
"h3","modal-title","",""
"div","modal-body","",""
"p","","",""
"span","","",""
"div","modal-header","",""
"h3","modal-title","",""
"div","modal-body","",""
"p","","",""
"span","","",""
"h4","modal-title ta-l titulo","",""
"span","bmd-form-group","",""
"span","bmd-form-group","",""
"span","bmd-form-group","",""
"img","col-6 pl-0 pull-left captcha mt-4","",""
"span","bmd-form-group","",""
"p","py-3","",""
"div","","",""
"div","","",""
"a","","",""
"img","","",""
"div","","",""
"a","","calle 21 A nro 1460 City Bell. La Plata",""
"a","","2213183837",""
"a","","2213183837",""
"img","","",""
"div","container pl-0","",""
"div","form-group md-form my-0 waves-light waves-effect bmd-form-group","",""
"button","btn btn-red btn-raised btn-fab btn-buscar","",""
"div","p-2 open","",""
"li","mr-2 ","",""
"a"," pr-0 pl-0","",""
"img","img-fluid p-0 mh-100","",""
"a","btn btn-link pl-2 pr-2 pull-left btn-mi-cuenta","ingresar",""
"span","mt-2 d-i-b ml-1 txt-ingresar","ingresar",""
"a","btn btn-link pl-2 pr-2 pull-left mini-cart","",""
"li","ml-3  my-4 mt-2 show-res","",""
"a"," pr-0 pl-0","",""
"img","img-fluid p-0 mh-100","",""
"li","mr-2 show-res pl-4 mt-2 promocion-btn","",""
"a","","",""
"img","mw-100","",""
"div","section-space","",""
"div","panel panel-default panel-rose ","Almacenamiento (5)
										 Fuentes (5)
										 Gabinete (5)
										 Memoria Ram (5)
							",""
"div","panel-body pl-0 pr-0 pt-0","Almacenamiento (5)
										 Fuentes (5)
										 Gabinete (5)
										 Memoria Ram (5)
							",""
"a","menu-item waves-effect waves-light","Almacenamiento (5)",""
"a","menu-item waves-effect waves-light","Fuentes (5)",""
"a","menu-item waves-effect waves-light","Gabinete (5)",""
"a","menu-item waves-effect waves-light","Memoria Ram (5)",""
"a","menu-item waves-effect waves-light","Motherboard (5)",""
"a","menu-item waves-effect waves-light","Placa de Video (5)",""
"a","menu-item waves-effect waves-light","Procesadores (5)",""
"a","menu-item waves-effect waves-light","Refrigeracion (5)",""
"h4","card-title mh-n  mt-4 ","ALMACENAMIENTO",""
"div","panel panel-default panel-rose","",""
"div","panel-body pl-0 pr-0 pt-0","",""
"h4","card-title mh-n  mt-4 ","MEMORIAS RAM",""
"div","panel panel-default panel-rose","",""
"div","panel-body pl-0 pr-0 pt-0","",""
"h4","card-title mh-n  mt-4 ","MARCAS",""
"div","panel panel-default panel-rose","",""
"div","panel-body pl-0 pr-0 pt-0","",""
"h4","card-title mh-n  mt-4 ","SOCKET",""
"div","panel panel-default panel-rose","",""
"div","panel-body pl-0 pr-0 pt-0","",""
"h4","card-title mh-n  mt-4 ","PLACAS DE VIDEO",""
"div","panel panel-default panel-rose","",""
"div","panel-body pl-0 pr-0 pt-0","",""
"div","col-lg-12 marcas_filtros ta-c mb-3 cate slick-initialized slick-slider","",""
"div","slick-list draggable","",""
"div","slick-track","",""
"a","px-2","precio Menor a Mayor",""
"a","px-2","precio Mayor a Menor",""
"a","px-2","de la A  a la  Z",""
"a","px-2","de la Z  a la  A",""
"a","px-2","más nuevos",""
"a","px-2","más viejos",""
"div","col-md-3 listado- pull-left prod-cat cat-121284 marca_0 ","elit                                                                        
                       ",""
"div","card card-ecommerce mt-0 ta-c **","elit                                                                        
                       ",""
"span","filtros_cucarda","elit",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","CABLE24PINES                                                    
                                   ",""
"h6","card-category text-gray","CABLE24PINES                                                    
                                   ",""
"span","pull-left articulo_field","CABLE24PINES",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cable Fuente Cooler Master 24 Pines Atx P/adaptador",""
"a","","Cable Fuente Cooler Master 24 Pines Atx P/adaptador",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$4.400$4.400$3.520Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$4.400$4.400$3.520Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$4.400",""
"h4","mt-0 pecio_final ft","$3.520Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_no ","invid                                                                        
                      ",""
"div","card card-ecommerce mt-0 ta-c **","invid                                                                        
                      ",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","RAP-FANCOOLER-SLIM-120MM                                                    
                       ",""
"h6","card-category text-gray","RAP-FANCOOLER-SLIM-120MM                                                    
                       ",""
"span","pull-left articulo_field","RAP-FANCOOLER-SLIM-120MM",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Fan Cooler Raptor Frost Slim Ring120mm  PWM+ARGB Black",""
"a","","Fan Cooler Raptor Frost Slim Ring120mm  PWM+ARGB Black",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$13.353$13.353$10.682Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$13.353$13.353$10.682Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$13.353",""
"h4","mt-0 pecio_final ft","$10.682Precio especial",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","MicroSD HIKSEMI 32Gb NEO C/Adap",""
"a","","MicroSD HIKSEMI 32Gb NEO C/Adap",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$14.073$14.073$11.258Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$14.073$14.073$11.258Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$14.073",""
"h4","mt-0 pecio_final ft","$11.258Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","MFW-B2DN-17NPA-R1                                                    
                              ",""
"h6","card-category text-gray","MFW-B2DN-17NPA-R1                                                    
                              ",""
"span","pull-left articulo_field","MFW-B2DN-17NPA-R1",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cooler Gabinete Cooler Cooler Master Sikleflow Mf 120 Lite Argb",""
"a","","Cooler Gabinete Cooler Cooler Master Sikleflow Mf 120 Lite Argb",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$14.796$14.796$11.837Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$14.796$14.796$11.837Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$14.796",""
"h4","mt-0 pecio_final ft","$11.837Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_2488 ","invid                                                                        
                      ",""
"div","card card-ecommerce mt-0 ta-c **","invid                                                                        
                      ",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","KL-COOLER-CPC002                                                    
                               ",""
"h6","card-category text-gray","KL-COOLER-CPC002                                                    
                               ",""
"span","pull-left articulo_field","KL-COOLER-CPC002",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","CPU Cooler Kelyx Potencia Max 95W PAMD/Intel (7213)",""
"a","","CPU Cooler Kelyx Potencia Max 95W PAMD/Intel (7213)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$15.251$15.251$12.201Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$15.251$15.251$12.201Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$15.251",""
"h4","mt-0 pecio_final ft","$12.201Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","NV-X120FBP                                                    
                                     ",""
"h6","card-category text-gray","NV-X120FBP                                                    
                                     ",""
"span","pull-left articulo_field","NV-X120FBP",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cooler Fan 120mm Argb Pmw Raidmax X-air Black",""
"a","","Cooler Fan 120mm Argb Pmw Raidmax X-air Black",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$17.109$17.109$13.687Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$17.109$17.109$13.687Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$17.109",""
"h4","mt-0 pecio_final ft","$13.687Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","NV-X120FWP                                                    
                                     ",""
"h6","card-category text-gray","NV-X120FWP                                                    
                                     ",""
"span","pull-left articulo_field","NV-X120FWP",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cooler Fan 120mm Argb Pmw Raidmax X-air White",""
"a","","Cooler Fan 120mm Argb Pmw Raidmax X-air White",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$17.109$17.109$13.687Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$17.109$17.109$13.687Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$17.109",""
"h4","mt-0 pecio_final ft","$13.687Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_no ","invid                                                                        
                      ",""
"div","card card-ecommerce mt-0 ta-c **","invid                                                                        
                      ",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","RAP-COOLER-RGB-CPC002-1                                                    
                        ",""
"h6","card-category text-gray","RAP-COOLER-RGB-CPC002-1                                                    
                        ",""
"span","pull-left articulo_field","RAP-COOLER-RGB-CPC002-1",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","CPU Cooler Raptor Cryo RGB Potencia Max 95W P/AMD/Intel (7206)",""
"a","","CPU Cooler Raptor Cryo RGB Potencia Max 95W P/AMD/Intel (7206)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$18.873$18.873$15.098Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$18.873$18.873$15.098Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$18.873",""
"h4","mt-0 pecio_final ft","$15.098Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","NV-IX120FBP                                                    
                                    ",""
"h6","card-category text-gray","NV-IX120FBP                                                    
                                    ",""
"span","pull-left articulo_field","NV-IX120FBP",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cooler Fan 120mm Argb Pmw Raidmax Infinita-air Black",""
"a","","Cooler Fan 120mm Argb Pmw Raidmax Infinita-air Black",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$19.566$19.566$15.653Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$19.566$19.566$15.653Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$19.566",""
"h4","mt-0 pecio_final ft","$15.653Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","NV-IX120FWP                                                    
                                    ",""
"h6","card-category text-gray","NV-IX120FWP                                                    
                                    ",""
"span","pull-left articulo_field","NV-IX120FWP",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cooler Fan 120mm Argb Pmw Raidmax Infinita-air White",""
"a","","Cooler Fan 120mm Argb Pmw Raidmax Infinita-air White",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$19.566$19.566$15.653Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$19.566$19.566$15.653Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$19.566",""
"h4","mt-0 pecio_final ft","$15.653Precio especial",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","MicroSD HIKSEMI 64Gb NEO C/Adap (6096)",""
"a","","MicroSD HIKSEMI 64Gb NEO C/Adap (6096)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$19.767$19.767$15.814Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$19.767$19.767$15.814Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$19.767",""
"h4","mt-0 pecio_final ft","$15.814Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_0 ","elit                                                                        
                       ",""
"div","card card-ecommerce mt-0 ta-c **","elit                                                                        
                       ",""
"span","filtros_cucarda","elit",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","MFW-B2DN-17NPA-R1                                                    
                              ",""
"h6","card-category text-gray","MFW-B2DN-17NPA-R1                                                    
                              ",""
"span","pull-left articulo_field","MFW-B2DN-17NPA-R1",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Fan Cooler Master Mf120 Lite Argb Black",""
"a","","Fan Cooler Master Mf120 Lite Argb Black",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$20.873$20.873$16.698Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$20.873$20.873$16.698Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$20.873",""
"h4","mt-0 pecio_final ft","$16.698Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","MFX-B2DW-25NP2-R2                                                    
                              ",""
"h6","card-category text-gray","MFX-B2DW-25NP2-R2                                                    
                              ",""
"span","pull-left articulo_field","MFX-B2DW-25NP2-R2",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Cooler Gabinete Cooler Master Fan Sickleflow Edge 120 Argb White Edition",""
"a","","Cooler Gabinete Cooler Master Fan Sickleflow Edge 120 Argb White Edition",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$21.839$21.839$17.471Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$21.839$21.839$17.471Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$21.839",""
"h4","mt-0 pecio_final ft","$17.471Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121284 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","SFX_500                                                    
                                        ",""
"h6","card-category text-gray","SFX_500                                                    
                                        ",""
"span","pull-left articulo_field","SFX_500",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Fuente Sfx 500w 20+4 Sata",""
"a","","Fuente Sfx 500w 20+4 Sata",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$23.570$23.570$18.856Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$23.570$23.570$18.856Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$23.570",""
"h4","mt-0 pecio_final ft","$18.856Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_0 ","elit                                                                        
                       ",""
"div","card card-ecommerce mt-0 ta-c **","elit                                                                        
                       ",""
"span","filtros_cucarda","elit",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","MFW-B2DW-17NPA-R1                                                    
                              ",""
"h6","card-category text-gray","MFW-B2DW-17NPA-R1                                                    
                              ",""
"span","pull-left articulo_field","MFW-B2DW-17NPA-R1",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Fan Cooler Master Mf120 Lite Argb White",""
"a","","Fan Cooler Master Mf120 Lite Argb White",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$23.612$23.612$18.890Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$23.612$23.612$18.890Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$23.612",""
"h4","mt-0 pecio_final ft","$18.890Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121282 marca_2036 ","invid                                                                        
                      ",""
"div","card card-ecommerce mt-0 ta-c **","invid                                                                        
                      ",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","SDCS3/64GB                                                    
                                     ",""
"h6","card-category text-gray","SDCS3/64GB                                                    
                                     ",""
"span","pull-left articulo_field","SDCS3/64GB",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","MicroSD KINGSTON 64GB C/Adap Gen3 100MB/s Canvas S Plus CL10 (8408)",""
"a","","MicroSD KINGSTON 64GB C/Adap Gen3 100MB/s Canvas S Plus CL10 (8408)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$24.065$24.065$19.252Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$24.065$24.065$19.252Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$24.065",""
"h4","mt-0 pecio_final ft","$19.252Precio especial",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","MicroSD HIKSEMI 64Gb NEO PLUS P/camaras Videovigilancia (6324)",""
"a","","MicroSD HIKSEMI 64Gb NEO PLUS P/camaras Videovigilancia (6324)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$25.658$25.658$20.526Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$25.658$25.658$20.526Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$25.658",""
"h4","mt-0 pecio_final ft","$20.526Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121284 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"div","card-body px-3 pb-0 pt-0","ARXE-500                                                    
                                       ",""
"h6","card-category text-gray","ARXE-500                                                    
                                       ",""
"span","pull-left articulo_field","ARXE-500",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Fuente Aureox 500w Arxe-500",""
"a","","Fuente Aureox 500w Arxe-500",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$28.721$28.721$22.977Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$28.721$28.721$22.977Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$28.721",""
"h4","mt-0 pecio_final ft","$22.977Precio especial",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","MicroSD HIKSEMI 64Gb Capture P/camaras Profesionales 4k (0845)",""
"a","","MicroSD HIKSEMI 64Gb Capture P/camaras Profesionales 4k (0845)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$29.934$29.934$23.947Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$29.934$29.934$23.947Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$29.934",""
"h4","mt-0 pecio_final ft","$23.947Precio especial",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Adaptador Carry Disk HIKSEMI Aluminio M.2 NVMe USB 3.2 Type C",""
"a","","Adaptador Carry Disk HIKSEMI Aluminio M.2 NVMe USB 3.2 Type C",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$30.851$30.851$24.681Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$30.851$30.851$24.681Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$30.851",""
"h4","mt-0 pecio_final ft","$24.681Precio especial",""
"span","filtros_cucarda","invid",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
"span","pull-right","En stock",""
"h4","card-title mb-1 h-40*","Adaptador Carry Disk HIKSEMI M.2 Sata / M.2 NVMe USB 3.2 Type C (5471)",""
"a","","Adaptador Carry Disk HIKSEMI M.2 Sata / M.2 NVMe USB 3.2 Type C (5471)",""
"div","card-description lh-20 ","",""
"img","","",""
"div","card-footer justify-content-between p-0","6 cuotas sin interés sobre el precio de lista$33.353$33.353$26.682Precio especial",""
"div","price","6 cuotas sin interés sobre el precio de lista$33.353$33.353$26.682Precio especial",""
"h6","mb-0 ft solo_web show  tachado_0","$33.353",""
"h4","mt-0 pecio_final ft","$26.682Precio especial",""
"div","col-md-3 listado- pull-left prod-cat cat-121289 marca_ ","nb                                                                        
                         ",""
"div","card card-ecommerce mt-0 ta-c **","nb                                                                        
                         ",""
"span","filtros_cucarda","nb",""
"span","pull-left","",""
"button","btn btn-success btn-just-icon btn-link addFavoritos","",""
"div","view overlay px-20 imagen","",""
"a","","",""
"img","img-fluid p-4 mh-100","",""
