"tag","class","text_preview","href"
"a","","Placas De Video",""
"a","","Procesadores",""
"a","","Refrigeracion",""
"a","","Ssd",""
"span","mm-expand","",""
"a","","Impresoras",""
"a","","Impresoras Laser",""
"a","","Impresoras Inkjet",""
"a","","Impresoras Multifunción",""
"a","","Impresoras De Sistema Continuo",""
"span","mm-expand","",""
"a","","Monitores Y Tvs",""
"a","","Monitores Oficina",""
"a","","Monitores Gamer",""
"a","","Monitores Profesionales",""
"a","","Tvs",""
"span","mm-expand","",""
"a","","Perifericos",""
"a","","Kit Teclado Y Mouse",""
"a","","Mouse",""
"a","","Teclados",""
"a","","Mousepad",""
"a","","Auriculares",""
"a","","Joystick",""
"a","","Gamepads",""
"a","","Parlantes",""
"a","","Sillas Gamer",""
"a","","Adaptadores",""
"span","mm-expand","",""
"a","","Portables",""
"a","","2en1",""
"a","","Celulares",""
"a","","Gamerbook",""
"a","","Notebooks",""
"a","","Wearables",""
"span","mm-expand","",""
"a","","Software",""
"a","","Antivirus",""
"a","","Licencias",""
"a","","Sistemas Operativos",""
"a","","Videovigilancia",""
"a","","Selecciona tu marca",""
"span","mm-expand","",""
"a","","Sonido & Video",""
"a","","Auriculares",""
"a","","Capturadoras",""
"a","","Parlantes",""
"a","","Portatiles",""
"a","","Proyectores",""
"a","","Streaming",""
"span","mm-expand","",""
"a","","Videovigilancia",""
"a","","Accesorios",""
"a","","Camaras Analogicas",""
"a","","Camaras Ip",""
"a","","Dvr",""
"a","","Nvr",""
"a","","Camaras Wifi Interior",""
"a","","Camaras Wifi Exterior",""
"span","mm-expand","",""
"a","","Accesorios",""
"a","","Adaptadores",""
"a","","Cable Datos",""
"a","","Cable Power",""
"a","","Webcam",""
"a","","Administracion",""
"span","mm-expand","",""
"a","","Notebooks",""
"a","","Notebook Oficina",""
"a","","Notebook Gamer",""
"a","","Notebook Diseño",""
"a","","Mochilas",""
"span","mm-expand","",""
"a","","Tablets",""
"a","","Consumo",""
"a","","Digitalizadora Gráfica",""
"a","","Outlet",""
"span","mm-expand","",""
"a","","Simuladores",""
"a","","Simulador De Auto",""
"a","","Simulador De Vuelo",""
"span","mm-expand","",""
"a","","Computadoras",""
"a","","Aio",""
"a","","Combos De Actualización",""
"a","","Gamerbox",""
"a","","Pc Hogar & Oficina",""
"a","","Pc Gamer",""
"a","","Pc Diseño",""
"a","","Mini Pc",""
"a","","Pc Armada",""
"a","","Placas De Video",""
"a","","Procesadores",""
"a","","Motherboards",""
"a","","Monitores Gamer",""
"a","","Memorias",""
"a","","Powerbank",""
"a","","Outlet",""
"a","","Volante Logitech G29",""
"span","mm_menus_back","",""
"div","pull-right","Regreso",""
"span","mm_menus_back_icon","",""
"li","mm_menus_li mm_sub_align_full mm_has_sub hover ","Computadoras
                                                                    
                
 ",""
"a","ets_mm_url","Computadoras",""
"span","mm_menu_content_title","Computadoras",""
"span","mm_arrow","",""
"ul","mm_columns_ul","Pc de escritorio
                                
                        
                         ",""
"li","mm_columns_li column_size_12  mm_has_sub","Pc de escritorio
                                
                        
                         ",""
"ul","mm_blocks_ul","Pc de escritorio
                                
                        
                         ",""
"li","mm_blocks_li","Pc de escritorio
                                
                        
                         ",""
"div","ets_mm_block mm_block_type_category","Pc de escritorio
                                
                        
                         ",""
"span","h4","Pc de escritorio",""
"div","ets_mm_block_content","Pc Diseño
                            
                    
                Pc Gamer
               ",""
"ul","ets_mm_categories","Pc Diseño
                            
                    
                Pc Gamer
               ",""
"a","ets_mm_url","Pc Diseño",""
"a","ets_mm_url","Pc Gamer",""
"a","ets_mm_url","Pc Hogar & Oficina",""
"div","clearfix","",""
"li","mm_blocks_li","Notebook
                                
                        
                                
",""
"div","ets_mm_block mm_block_type_category","Notebook
                                
                        
                                
",""
"span","h4","Notebook",""
"div","ets_mm_block_content","Mochilas
                            
                    
                Notebook Diseño
         ",""
"ul","ets_mm_categories","Mochilas
                            
                    
                Notebook Diseño
         ",""
"a","ets_mm_url","Mochilas",""
"a","ets_mm_url","Notebook Diseño",""
"a","ets_mm_url","Notebook Gamer",""
"a","ets_mm_url","Notebook Oficina",""
"div","clearfix","",""
"li","mm_blocks_li","Software
                                
                        
                                
",""
"div","ets_mm_block mm_block_type_category","Software
                                
                        
                                
",""
"span","h4","Software",""
"div","ets_mm_block_content","Sistemas Operativos",""
"ul","ets_mm_categories","Sistemas Operativos",""
"a","ets_mm_url","Sistemas Operativos",""
"div","clearfix","",""
"li","mm_blocks_li","Combos de actualización
                                
                        
                  ",""
"div","ets_mm_block mm_block_type_html","Combos de actualización
                                
                        
                  ",""
"span","h4","Combos de actualización",""
"div","ets_mm_block_content","Combos Amd

Combos Intel",""
"a","","Combos Amd",""
"a","","Combos Intel",""
"div","clearfix","",""
"li","mm_menus_li mm_sub_align_full mm_has_sub hover ","Hardware
                                                                    
                
     ",""
"a","ets_mm_url","Hardware",""
"span","mm_menu_content_title","Hardware",""
"span","mm_arrow","",""
"ul","mm_columns_ul","Procesadores
                                
                        
                            A",""
"li","mm_columns_li column_size_12  mm_has_sub","Procesadores
                                
                        
                            A",""
"ul","mm_blocks_ul","Procesadores
                                
                        
                            A",""
"li","mm_blocks_li","Procesadores
                                
                        
                            A",""
"div","ets_mm_block mm_block_type_html","Procesadores
                                
                        
                            A",""
"span","h4","Procesadores",""
"div","ets_mm_block_content","Amd

Intel",""
"a","","Amd",""
"a","","Intel",""
"div","clearfix","",""
"li","mm_columns_li column_size_12  mm_has_sub","Motherboards
                                
                        
                            A",""
"ul","mm_blocks_ul","Motherboards
                                
                        
                            A",""
"li","mm_blocks_li","Motherboards
                                
                        
                            A",""
"div","ets_mm_block mm_block_type_html","Motherboards
                                
                        
                            A",""
"span","h4","Motherboards",""
"div","ets_mm_block_content","Amd

Intel",""
"a","","Amd",""
"a","","Intel",""
"div","clearfix","",""
"li","mm_columns_li column_size_12  mm_has_sub","Memorias
                                
                        
                            Pc de",""
"ul","mm_blocks_ul","Memorias
                                
                        
                            Pc de",""
